SN,ContractNo,Symbol,Buyer,Seller,Quantity,Rate,Amount
41061,2025050501005338,SRLI,48,42,11,403.2,"4,435.20"
41062,2025050501005337,GMLI,60,34,10,"2,332","23,320"
41063,2025050504012091,RIDI,74,59,100,260,"26,000"
41064,2025050503002926,VLBS,45,1,10,790,"7,900"
41065,2025050503002925,VLBS,45,56,100,790,"79,000"
41066,2025050503002924,VLBS,45,37,40,790,"31,600"
41067,2025050504012090,NGPL,57,40,290,364,"105,560"
41068,2025050504012089,UPCL,16,49,23,364,"8,372"
41069,2025050501005336,RFPL,48,38,200,555,"111,000"
41070,2025050504012088,SPDL,58,41,100,383.3,"38,330"
41071,2025050504012087,SPDL,57,41,100,383.3,"38,330"
41072,2025050505004469,ILI,45,7,12,450.3,"5,403.60"
41073,2025050504012086,RADHI,56,19,124,687,"85,188"
41074,2025050504012085,RADHI,39,19,376,687.1,"258,349.60"
41075,2025050504012084,RIDI,43,83,27,259,"6,993"
41076,2025050504012083,RIDI,34,83,50,259,"12,950"
41077,2025050504012082,RIDI,36,83,"1,000",259,"259,000"
41078,2025050504012081,RIDI,86,83,12,259,"3,108"
41079,2025050504012080,RIDI,45,83,"1,500",259,"388,500"
41080,2025050504012079,RIDI,39,83,"1,000",259,"259,000"
41081,2025050504012078,RIDI,13,83,200,259,"51,800"
41082,2025050504012077,RIDI,13,83,745,259,"192,955"
41083,2025050504012076,RIDI,85,83,100,259,"25,900"
41084,2025050504012075,RIDI,78,83,"1,000",259.1,"259,100"
41085,2025050504012074,RIDI,78,83,366,259.2,"94,867.20"
41086,2025050504012073,NGPL,17,29,100,365,"36,500"
41087,2025050501005335,BHDC,26,58,10,519,"5,190"
41088,2025050501005334,ULHC,62,21,500,481,"240,500"
41089,2025050501005333,RFPL,13,38,10,555,"5,550"
41090,2025050501005332,RFPL,42,38,10,555,"5,550"
41091,2025050501005331,RFPL,58,38,454,555,"251,970"
41092,2025050501005330,RFPL,45,38,20,555,"11,100"
41093,2025050501005329,RFPL,57,38,50,555,"27,750"
41094,2025050501005328,RFPL,47,38,50,555.1,"27,755"
41095,2025050501005327,RFPL,26,38,50,555.5,"27,775"
41096,2025050501005326,RFPL,38,38,200,555.7,"111,140"
41097,2025050501005325,RFPL,92,38,100,555.8,"55,580"
41098,2025050504012072,SPDL,65,17,100,385,"38,500"
41099,2025050503002923,NFS,56,49,26,615,"15,990"
41100,2025050503002922,NFS,42,49,19,615.2,"11,688.80"
41101,2025050503002921,NFS,14,49,55,616,"33,880"
41102,2025050504012071,API,45,64,572,301.8,"172,629.60"
41103,2025050504012070,BARUN,57,58,648,555.1,"359,704.80"
41104,2025050504012069,BARUN,45,58,500,555.1,"277,550"
41105,2025050504012068,BARUN,41,58,500,555.1,"277,550"
41106,2025050504012067,BARUN,58,58,"1,500",555.1,"832,650"
41107,2025050504012066,BARUN,11,58,36,555.1,"19,983.60"
41108,2025050504012065,BARUN,38,58,200,555.2,"111,040"
41109,2025050504012064,BARUN,19,58,500,555.2,"277,600"
41110,2025050504012063,BARUN,11,58,20,555.2,"11,104"
41111,2025050504012062,BARUN,13,58,500,555.3,"277,650"
41112,2025050504012061,BARUN,29,58,96,555.4,"53,318.40"
41113,2025050504012060,API,40,34,204,301.3,"61,465.20"
41114,2025050504012059,API,51,34,10,301.4,"3,014"
41115,2025050504012058,RADHI,39,74,24,687.1,"16,490.40"
41116,2025050504012057,RADHI,39,74,400,687.2,"274,880"
41117,2025050504012056,BARUN,29,57,104,555.4,"57,761.60"
41118,2025050504012055,BARUN,63,57,47,555.4,"26,103.80"
41119,2025050505004468,HATHY,34,71,10,"1,290","12,900"
41120,2025050501005324,MSHL,55,58,10,841,"8,410"
41121,2025050503002920,PMLI,58,6,16,546,"8,736"
41122,2025050503002919,PMLI,58,38,12,546,"6,552"
41123,2025050501005323,SBI,5,39,68,380.2,"25,853.60"
41124,2025050501005322,SBI,49,39,12,380.2,"4,562.40"
41125,2025050504012054,HPPL,48,35,300,581.3,"174,390"
41126,2025050503002918,ILBS,36,58,19,843.1,"16,018.90"
41127,2025050505004467,CLI,78,56,12,471.1,"5,653.20"
41128,2025050503002917,CFCL,3,49,100,539,"53,900"
41129,2025050505004466,HATHY,39,57,70,"1,289","90,230"
41130,2025050504012053,SJCL,59,43,20,326,"6,520"
41131,2025050505004465,GCIL,19,32,10,509,"5,090"
41132,2025050505004464,NRIC,44,5,107,"1,233.40","131,973.80"
41133,2025050505004463,NRIC,44,5,93,"1,234.20","114,780.60"
41134,2025050501005321,NABIL,28,43,200,478.5,"95,700"
41135,2025050504012052,UPCL,16,7,"1,000",364,"364,000"
41136,2025050503002916,MATRI,54,14,11,"1,175.20","12,927.20"
41137,2025050504012051,NGPL,81,29,128,365,"46,720"
41138,2025050504012050,NGPL,81,57,500,364.9,"182,450"
41139,2025050504012049,NGPL,81,57,332,364.9,"121,146.80"
41140,2025050504012048,NGPL,81,43,40,364.9,"14,596"
41141,2025050505004462,MBJC,91,19,40,319,"12,760"
41142,2025050505004461,MBJC,91,32,60,319,"19,140"
41143,2025050504012047,SPDL,57,52,50,383.3,"19,165"
41144,2025050505004460,NRN,43,44,10,"2,081","20,810"
41145,2025050505004459,NRN,58,7,50,"2,078","103,900"
41146,2025050503002915,GFCL,65,34,100,644.8,"64,480"
41147,2025050504012046,SHPC,3,47,200,581.5,"116,300"
41148,2025050504012045,UPCL,16,95,50,364,"18,200"
41149,2025050501005320,NICA,56,7,83,345.3,"28,659.90"
41150,2025050503002914,LICN,38,37,11,920,"10,120"
41151,2025050501005319,EHPL,28,35,30,591.8,"17,754"
41152,2025050504012044,CHL,38,98,20,455,"9,100"
41153,2025050504012043,CHL,7,98,10,455,"4,550"
41154,2025050504012042,CHL,56,98,500,455,"227,500"
41155,2025050504012041,CHL,58,98,50,455,"22,750"
41156,2025050504012040,CHL,14,98,"1,050",455,"477,750"
41157,2025050504012039,CHL,49,98,10,455,"4,550"
41158,2025050504012038,CHL,66,98,50,455,"22,750"
41159,2025050504012037,CHL,47,98,100,455,"45,500"
41160,2025050504012036,CHL,17,98,669,456.2,"305,197.80"
41161,2025050505004458,RNLI,49,22,11,497.5,"5,472.50"
41162,2025050504012035,HURJA,59,51,10,254.9,"2,549"
41163,2025050503002913,MNBBL,35,50,100,352.5,"35,250"
41164,2025050501005318,RFPL,42,47,60,556,"33,360"
41165,2025050505004457,HRL,33,41,10,982,"9,820"
41166,2025050505004456,SMJC,58,58,10,525.5,"5,255"
41167,2025050503002912,HLBSL,45,49,140,920.1,"128,814"
41168,2025050503002911,HLBSL,33,49,10,920.2,"9,202"
41169,2025050503002910,HLBSL,43,49,50,921,"46,050"
41170,2025050505004455,HIDCL,58,16,299,304,"90,896"
41171,2025050504012034,SJCL,59,55,20,326,"6,520"
41172,2025050504012033,SJCL,34,55,130,326,"42,380"
41173,2025050504012032,RHPL,59,49,40,391.2,"15,648"
41174,2025050501005317,HIDCLP,6,60,"2,165",214.4,"464,176"
41175,2025050501005316,SPC,57,58,50,535.5,"26,775"
41176,2025050504012031,API,45,64,428,301.4,"128,999.20"
41177,2025050501005315,MEHL,42,11,70,496,"34,720"
41178,2025050505004454,NBF3,34,58,100,9.41,941
41179,2025050504012030,SPDL,57,52,50,383.3,"19,165"
41180,2025050503002909,SINDU,25,59,30,958.9,"28,767"
41181,2025050503002908,SINDU,25,33,80,958.9,"76,712"
41182,2025050504012029,AKPL,40,35,"1,000",245,"245,000"
41183,2025050501005314,HIDCLP,25,16,400,214.1,"85,640"
41184,2025050501005313,BHL,35,14,54,219,"11,826"
41185,2025050501005312,PRVU,33,55,10,198,"1,980"
41186,2025050501005311,MCHL,38,34,50,570,"28,500"
41187,2025050505004453,CHDC,14,96,460,"2,537.10","1,167,066"
41188,2025050505004452,CHDC,66,96,40,"2,540","101,600"
41189,2025050505004451,SAHAS,33,58,70,503,"35,210"
41190,2025050504012028,RIDI,25,59,135,260,"35,100"
41191,2025050501005310,NABIL,58,56,49,478,"23,422"
41192,2025050501005309,NABIL,44,56,10,478,"4,780"
41193,2025050501005308,NABIL,58,56,50,478,"23,900"
41194,2025050501005307,NABIL,91,56,40,478,"19,120"
41195,2025050501005306,NABIL,58,56,20,478,"9,560"
41196,2025050501005305,NABIL,34,56,200,478,"95,600"
41197,2025050501005304,NABIL,57,56,110,478,"52,580"
41198,2025050501005303,NABIL,35,56,420,478,"200,760"
41199,2025050501005302,NABIL,25,56,100,478,"47,800"
41200,2025050501005301,NABIL,35,56,21,478,"10,038"
41201,2025050501005300,NABIL,32,56,480,478,"229,440"
41202,2025050503002907,MLBL,47,53,470,368.5,"173,195"
41203,2025050503002906,MLBL,77,53,30,368.6,"11,058"
41204,2025050505004450,RNLI,38,52,20,498,"9,960"
41205,2025050503002905,MLBBL,80,80,7,"1,451","10,157"
41206,2025050505004449,PHCL,42,22,10,543.1,"5,431"
41207,2025050504012027,NLG,42,16,100,811,"81,100"
41208,2025050505004448,ILI,45,33,957,450.3,"430,937.10"
41209,2025050505004447,ILI,25,33,100,450.4,"45,040"
41210,2025050505004446,ILI,35,33,500,451,"225,500"
41211,2025050505004445,ILI,42,33,20,451,"9,020"
41212,2025050505004444,ILI,42,33,52,451,"23,452"
41213,2025050505004443,ILI,35,33,264,451.1,"119,090.40"
41214,2025050505004442,ILI,37,33,107,451.2,"48,278.40"
41215,2025050501005299,SMHL,65,81,15,966,"14,490"
41216,2025050501005298,SMHL,61,81,10,966.1,"9,661"
41217,2025050501005297,SMHL,38,81,15,967,"14,505"
41218,2025050501005296,SMHL,45,81,20,970,"19,400"
41219,2025050501005295,SMHL,17,81,20,973,"19,460"
41220,2025050501005294,SMHL,28,81,300,973.5,"292,050"
41221,2025050501005293,SMHL,69,81,150,974,"146,100"
41222,2025050501005292,SMHL,17,81,20,974.1,"19,482"
41223,2025050501005291,SMHL,37,81,10,974.2,"9,742"
41224,2025050504012026,HPPL,58,35,10,581.3,"5,813"
41225,2025050504012025,GHL,50,6,50,257,"12,850"
41226,2025050501005290,RFPL,42,52,30,556,"16,680"
41227,2025050504012024,RADHI,45,74,50,688,"34,400"
41228,2025050501005289,SCB,82,43,25,600,"15,000"
41229,2025050504012023,RIDI,10,42,50,260.4,"13,020"
41230,2025050505004441,NRIC,44,99,72,"1,234.20","88,862.40"
41231,2025050505004440,NRN,6,44,20,"2,081","41,620"
41232,2025050505004439,NRN,6,58,10,"2,080","20,800"
41233,2025050504012022,RADHI,59,74,26,688,"17,888"
41234,2025050504012021,HPPL,48,35,20,581.3,"11,626"
41235,2025050501005288,RHGCL,80,22,10,505,"5,050"
41236,2025050505004438,NIFRA,19,45,700,283,"198,100"
41237,2025050505004437,NIFRA,70,45,300,283.1,"84,930"
41238,2025050504012020,UPCL,16,22,515,364,"187,460"
41239,2025050504012019,UPCL,16,16,"1,500",364,"546,000"
41240,2025050504012018,UPCL,16,16,"1,000",363.9,"363,900"
41241,2025050504012017,UPCL,16,16,360,363.8,"130,968"
41242,2025050504012016,UPCL,16,49,52,363.7,"18,912.40"
41243,2025050501005287,ADBL,48,59,166,280,"46,480"
41244,2025050501005286,ADBL,22,59,349,280,"97,720"
41245,2025050504012015,RHPL,59,55,120,391,"46,920"
41246,2025050503002904,ICFC,32,33,10,570.1,"5,701"
41247,2025050505004436,NIBSF2,25,58,"4,800",8.26,"39,648"
41248,2025050505004435,NIBSF2,34,58,200,8.26,"1,652"
41249,2025050504012014,NIL,3,22,50,739,"36,950"
41250,2025050504012013,NGPL,45,43,10,364.9,"3,649"
41251,2025050504012012,NGPL,45,49,39,364,"14,196"
41252,2025050501005285,USHEC,40,57,50,531.6,"26,580"
41253,2025050504012011,SJCL,34,39,10,326,"3,260"
41254,2025050504012010,RIDI,25,52,65,260,"16,900"
41255,2025050504012009,RIDI,74,52,100,260,"26,000"
41256,2025050504012008,RIDI,57,52,300,260,"78,000"
41257,2025050504012007,RIDI,22,52,35,260,"9,100"
41258,2025050504012006,SJCL,40,34,10,327,"3,270"
41259,2025050504012005,NGPL,87,45,10,363.8,"3,638"
41260,2025050501005284,EHPL,58,35,10,592,"5,920"
41261,2025050503002903,NLIC,56,57,10,751.5,"7,515"
41262,2025050503002902,KMCDB,57,58,11,987.5,"10,862.50"
41263,2025050505004434,CLI,78,28,10,471.1,"4,711"
41264,2025050504012004,SPDL,56,52,50,383.2,"19,160"
41265,2025050505004433,HIDCL,58,45,201,304,"61,104"
41266,2025050505004432,HIDCL,63,45,70,304,"21,280"
41267,2025050505004431,HIDCL,57,45,100,304,"30,400"
41268,2025050505004430,HIDCL,38,45,289,304,"87,856"
41269,2025050505004429,HIDCL,6,45,340,304.1,"103,394"
41270,2025050505004428,NRN,38,58,15,"2,080","31,200"
41271,2025050504012003,NGPL,42,49,11,364,"4,004"
41272,2025050504012002,SGIC,84,49,10,550,"5,500"
41273,2025050504012001,UPPER,34,57,146,198.6,"28,995.60"
41274,2025050505004427,NRM,1,77,65,460,"29,900"
41275,2025050503002901,GFCL,65,80,180,644.8,"116,064"
41276,2025050504012000,SPDL,58,17,25,385,"9,625"
41277,2025050504011999,RADHI,57,16,170,688.5,"117,045"
41278,2025050504011998,RADHI,57,22,10,688.5,"6,885"
41279,2025050504011997,RADHI,57,42,50,688.5,"34,425"
41280,2025050505004426,GCIL,45,41,11,507,"5,577"
41281,2025050505004425,NIFRA,70,91,200,283.1,"56,620"
41282,2025050501005283,NIMB,20,7,135,203,"27,405"
41283,2025050504011996,SHPC,3,45,296,581.5,"172,124"
41284,2025050503002900,CBBL,47,40,10,842,"8,420"
41285,2025050501005282,NIMB,20,49,39,203,"7,917"
41286,2025050501005281,UHEWA,66,6,10,625,"6,250"
41287,2025050501005280,UHEWA,85,49,11,633,"6,963"
41288,2025050504011995,UPCL,29,49,"1,450",363.7,"527,365"
41289,2025050504011994,UPCL,29,38,100,363.6,"36,360"
41290,2025050504011993,UPCL,29,16,300,363.5,"109,050"
41291,2025050504011992,UPCL,29,14,150,363.4,"54,510"
41292,2025050505004424,NRN,38,44,85,"2,080","176,800"
41293,2025050505004423,NRN,37,44,15,"2,080","31,200"
41294,2025050504011991,BPCL,48,82,10,461.9,"4,619"
41295,2025050505004422,RNLI,50,43,11,497.3,"5,470.30"
41296,2025050504011990,NHPC,47,36,97,225,"21,825"
41297,2025050504011989,NHPC,59,36,200,225,"45,000"
41298,2025050504011988,NHPC,38,36,400,225,"90,000"
41299,2025050504011987,NHPC,21,36,"1,000",225,"225,000"
41300,2025050504011986,NHPC,33,36,200,225,"45,000"
41301,2025050504011985,NHPC,59,36,100,225.1,"22,510"
41302,2025050504011984,NHPC,56,36,375,225.1,"84,412.50"
41303,2025050504011983,NHPC,51,36,200,225.2,"45,040"
41304,2025050504011982,NHPC,62,36,328,225.2,"73,865.60"
41305,2025050504011981,NHPC,58,36,50,225.5,"11,275"
41306,2025050504011980,BPCL,34,1,150,459,"68,850"
41307,2025050501005279,BEDC,64,58,10,738.1,"7,381"
41308,2025050505004421,PHCL,65,58,10,543.2,"5,432"
41309,2025050505004420,CHDC,69,35,10,"2,550","25,500"
41310,2025050501005278,RHGCL,80,22,10,505,"5,050"
41311,2025050501005277,HIDCLP,6,60,35,214.5,"7,507.50"
41312,2025050505004419,NRN,14,75,50,"2,080","104,000"
41313,2025050504011979,HURJA,50,41,50,253.2,"12,660"
41314,2025050505004418,NRN,84,44,50,"2,081","104,050"
41315,2025050505004417,NRM,42,36,143,458.7,"65,594.10"
41316,2025050505004416,NRM,19,36,500,458.7,"229,350"
41317,2025050505004415,NRM,44,36,40,458.7,"18,348"
41318,2025050505004414,NRM,8,36,217,458.8,"99,559.60"
41319,2025050505004413,NRM,56,36,100,459,"45,900"
41320,2025050503002899,EDBL,64,48,10,580,"5,800"
41321,2025050505004412,HDL,89,55,2,"1,181","2,362"
41322,2025050501005276,EHPL,58,35,50,593,"29,650"
41323,2025050501005275,HIDCLP,6,25,100,214.5,"21,450"
41324,2025050501005274,DORDI,50,32,25,355,"8,875"
41325,2025050501005273,MHCL,58,21,20,492,"9,840"
41326,2025050501005272,MHCL,58,35,10,491.5,"4,915"
41327,2025050503002898,MSLB,57,59,10,"1,147.10","11,471"
41328,2025050501005271,NIMB,21,50,41,203,"8,323"
41329,2025050503002897,CBBL,47,40,66,843,"55,638"
41330,2025050501005270,MHCL,57,65,"1,000",490.3,"490,300"
41331,2025050504011978,HDHPC,26,58,165,202,"33,330"
41332,2025050504011977,HDHPC,26,36,25,202,"5,050"
41333,2025050504011976,HDHPC,26,25,10,202,"2,020"
41334,2025050505004411,CHDC,66,35,20,"2,550","51,000"
41335,2025050501005269,PRVU,33,22,12,198,"2,376"
41336,2025050504011975,UMHL,81,47,200,495,"99,000"
41337,2025050501005268,GMLI,51,58,10,"2,331","23,310"
41338,2025050504011974,SJCL,40,34,10,327,"3,270"
41339,2025050501005267,HIDCLP,38,25,"1,500",214.5,"321,750"
41340,2025050501005266,TAMOR,29,58,40,501,"20,040"
41341,2025050504011973,RADHI,59,43,24,688,"16,512"
41342,2025050504011972,RADHI,75,43,32,688,"22,016"
41343,2025050501005265,NYADI,17,38,10,517,"5,170"
41344,2025050503002896,GFCL,65,1,278,644.8,"179,254.40"
41345,2025050504011971,DHPL,40,52,"1,280",332.3,"425,344"
41346,2025050504011970,NLG,42,16,100,811,"81,100"
41347,2025050504011969,HDHPC,58,42,50,201.6,"10,080"
41348,2025050501005264,SNLI,51,55,310,482.2,"149,482"
41349,2025050504011968,BPCL,20,82,31,460,"14,260"
41350,2025050504011967,NGPL,42,35,189,364,"68,796"
41351,2025050504011966,BPCL,48,41,10,461.5,"4,615"
41352,2025050504011965,RHPL,59,43,40,390,"15,600"
41353,2025050504011964,UPCL,70,17,665,361.9,"240,663.50"
41354,2025050504011963,UPCL,32,17,900,361.9,"325,710"
41355,2025050504011962,UPCL,84,17,300,362,"108,600"
41356,2025050504011961,UPCL,67,17,135,362,"48,870"
41357,2025050504011960,RIDI,22,42,150,260,"39,000"
41358,2025050505004410,RNLI,50,39,11,497.3,"5,470.30"
41359,2025050501005263,NICA,50,34,63,345,"21,735"
41360,2025050501005262,NICA,57,34,30,345,"10,350"
41361,2025050501005261,NICA,42,34,"3,827",345,"1,320,315"
41362,2025050501005260,NICA,32,34,"1,000",345.1,"345,100"
41363,2025050501005259,NICA,51,34,80,345.2,"27,616"
41364,2025050503002895,SAPDBL,25,21,20,897.1,"17,942"
41365,2025050505004409,HRL,33,6,10,982,"9,820"
41366,2025050504011959,MHNL,58,32,40,264,"10,560"
41367,2025050504011958,MHNL,19,32,10,264,"2,640"
41368,2025050504011957,MHNL,54,32,"1,100",264.5,"290,950"
41369,2025050504011956,MHNL,16,32,10,264.6,"2,646"
41370,2025050504011955,MHNL,38,32,100,265,"26,500"
41371,2025050504011954,MHNL,58,32,100,265,"26,500"
41372,2025050504011953,MHNL,56,32,200,265,"53,000"
41373,2025050504011952,MHNL,59,32,100,265,"26,500"
41374,2025050504011951,MHNL,19,32,10,265,"2,650"
41375,2025050504011950,MHNL,39,32,330,265.1,"87,483"
41376,2025050504011949,HPPL,49,35,100,581.3,"58,130"
41377,2025050504011948,SJCL,40,34,10,327,"3,270"
41378,2025050501005258,SBL,45,66,130,266.6,"34,658"
41379,2025050501005257,SPC,13,42,200,536,"107,200"
41380,2025050501005256,SPC,14,42,50,536,"26,800"
41381,2025050501005255,SPC,22,42,25,536,"13,400"
41382,2025050501005254,SPC,45,42,10,536,"5,360"
41383,2025050501005253,SPC,4,42,70,536,"37,520"
41384,2025050504011947,AHPC,63,58,297,290,"86,130"
41385,2025050505004408,NRN,49,92,10,"2,081","20,810"
41386,2025050503002894,SAPDBL,29,64,200,900,"180,000"
41387,2025050503002893,SAPDBL,29,42,70,900,"63,000"
41388,2025050503002892,SAPDBL,29,22,50,900,"45,000"
41389,2025050501005252,EBL,4,36,95,613,"58,235"
41390,2025050501005251,EBL,82,36,200,613,"122,600"
41391,2025050501005250,EBL,36,36,210,613,"128,730"
41392,2025050501005249,EBL,14,36,200,613.1,"122,620"
41393,2025050501005248,EBL,1,36,430,613.2,"263,676"
41394,2025050501005247,EBL,17,36,50,613.3,"30,665"
41395,2025050501005246,EBL,58,36,815,613.4,"499,921"
41396,2025050504011946,RADHI,75,49,50,688,"34,400"
41397,2025050505004407,CLI,78,41,10,471.1,"4,711"
41398,2025050504011945,CHCL,28,85,207,497.9,"103,065.30"
41399,2025050504011944,CHCL,28,32,100,497.7,"49,770"
41400,2025050504011943,CHCL,28,57,585,497,"290,745"
41401,2025050504011942,CHCL,28,22,500,497,"248,500"
41402,2025050504011941,CHCL,28,29,100,497,"49,700"
41403,2025050504011940,CHCL,28,38,500,496.9,"248,450"
41404,2025050504011939,CHCL,28,70,"1,000",496,"496,000"
41405,2025050504011938,CHCL,28,55,210,495.9,"104,139"
41406,2025050504011937,CHCL,28,6,50,495.9,"24,795"
41407,2025050504011936,CHCL,28,21,200,495,"99,000"
41408,2025050504011935,CHCL,28,8,500,495,"247,500"
41409,2025050504011934,CHCL,28,6,573,494,"283,062"
41410,2025050504011933,CHCL,28,49,25,490,"12,250"
41411,2025050501005245,PRVU,33,35,190,198,"37,620"
41412,2025050501005244,MCHL,38,1,10,568,"5,680"
41413,2025050501005243,MCHL,38,25,10,568,"5,680"
41414,2025050505004406,HRL,33,35,800,982,"785,600"
41415,2025050505004405,HRL,34,35,10,982.1,"9,821"
41416,2025050505004404,NRIC,44,64,72,"1,234.20","88,862.40"
41417,2025050504011932,BPCL,20,43,57,460,"26,220"
41418,2025050501005242,NICA,45,4,57,346,"19,722"
41419,2025050505004403,NRN,92,92,989,"2,081","2,058,109"
41420,2025050505004402,NRN,92,22,11,"2,081","22,891"
41421,2025050501005241,EHPL,41,35,10,594,"5,940"
41422,2025050505004401,ILI,37,16,12,451.2,"5,414.40"
41423,2025050505004400,SHIVM,3,16,500,525,"262,500"
41424,2025050505004399,SHIVM,43,16,"1,782",525,"935,550"
41425,2025050505004398,SHIVM,58,16,300,525.5,"157,650"
41426,2025050505004397,SHIVM,8,16,500,525.6,"262,800"
41427,2025050501005240,LSL,5,26,10,205,"2,050"
41428,2025050505004396,SHIVM,58,74,45,526.7,"23,701.50"
41429,2025050504011931,AHPC,63,34,500,290,"145,000"
41430,2025050505004395,HIDCL,6,38,150,304.1,"45,615"
41431,2025050501005239,SARBTM,14,50,20,878,"17,560"
41432,2025050501005238,IHL,58,45,10,626.7,"6,267"
41433,2025050501005237,IHL,53,45,90,626.7,"56,403"
41434,2025050504011930,HDHPC,58,49,450,201.6,"90,720"
41435,2025050504011929,RURU,22,42,13,706.7,"9,187.10"
41436,2025050505004394,ILI,37,6,10,451.2,"4,512"
41437,2025050504011928,UPCL,67,16,45,362,"16,290"
41438,2025050504011927,UPCL,58,16,200,362,"72,400"
41439,2025050504011926,RIDI,22,32,715,260,"185,900"
41440,2025050503002891,BFC,45,57,50,479,"23,950"
41441,2025050503002890,BFC,45,34,50,479,"23,950"
41442,2025050505004393,NIFRA,90,22,12,283.2,"3,398.40"
41443,2025050504011925,CHL,17,39,"1,506",456.2,"687,037.20"
41444,2025050505004392,NRN,56,75,200,"2,082","416,400"
41445,2025050501005236,PRVU,42,43,32,197.8,"6,329.60"
41446,2025050501005235,PRVU,34,43,41,197.9,"8,113.90"
41447,2025050501005234,RFPL,57,38,30,557,"16,710"
41448,2025050501005233,RFPL,45,38,60,558.6,"33,516"
41449,2025050501005232,RFPL,3,38,20,558.6,"11,172"
41450,2025050501005231,RFPL,13,38,10,559,"5,590"
41451,2025050501005230,RFPL,49,38,150,559,"83,850"
41452,2025050501005229,RFPL,70,38,103,559.5,"57,628.50"
41453,2025050505004391,CLI,78,48,128,471.1,"60,300.80"
41454,2025050505004390,CLI,49,48,37,471.2,"17,434.40"
41455,2025050504011924,RADHI,75,45,400,688,"275,200"
41456,2025050505004389,CLI,57,48,30,471.2,"14,136"
41457,2025050505004388,CLI,49,48,15,473,"7,095"
41458,2025050504011923,RADHI,75,38,10,688,"6,880"
41459,2025050504011922,RADHI,75,58,100,688,"68,800"
41460,2025050504011921,RADHI,75,48,290,688,"199,520"
41461,2025050504011920,RADHI,75,58,20,687.2,"13,744"
41462,2025050504011919,RADHI,75,50,498,687,"342,126"
41463,2025050501005228,TPC,41,41,10,558,"5,580"
41464,2025050504011918,JOSHI,38,58,250,360.5,"90,125"
41465,2025050505004387,HRL,33,60,67,982,"65,794"
41466,2025050505004386,HRL,45,60,50,982,"49,100"
41467,2025050505004385,HRL,59,60,100,982,"98,200"
41468,2025050505004384,HRL,58,60,220,982.1,"216,062"
41469,2025050505004383,HRL,33,60,563,982.1,"552,922.30"
41470,2025050503002889,MNBBL,35,14,20,352.5,"7,050"
41471,2025050504011917,NGPL,5,35,500,364,"182,000"
41472,2025050503002888,GFCL,57,1,72,645,"46,440"
41473,2025050503002887,GFCL,80,1,150,645,"96,750"
41474,2025050503002886,EDBL,65,36,821,573.1,"470,515.10"
41475,2025050503002885,EDBL,44,36,100,573.1,"57,310"
41476,2025050503002884,EDBL,57,36,81,573.3,"46,437.30"
41477,2025050503002883,PMLI,28,22,12,543,"6,516"
41478,2025050501005227,RFPL,70,49,195,559.5,"109,102.50"
41479,2025050501005226,RFPL,57,49,50,559.6,"27,980"
41480,2025050501005225,DORDI,17,32,100,355,"35,500"
41481,2025050504011916,RADHI,39,50,400,687,"274,800"
41482,2025050505004382,CHDC,66,98,20,"2,552.10","51,042"
41483,2025050504011915,OHL,17,32,300,845,"253,500"
41484,2025050504011914,OHL,45,32,10,845,"8,450"
41485,2025050504011913,OHL,19,32,100,845,"84,500"
41486,2025050504011912,OHL,66,32,953,847,"807,191"
41487,2025050504011911,OHL,58,32,250,848,"212,000"
41488,2025050504011910,OHL,45,32,18,848,"15,264"
41489,2025050504011909,OHL,45,32,150,848.1,"127,215"
41490,2025050504011908,NGPL,43,35,200,364,"72,800"
41491,2025050504011907,NGPL,58,35,10,364,"3,640"
41492,2025050504011906,NGPL,42,35,87,364,"31,668"
41493,2025050504011905,NGPL,38,35,14,364,"5,096"
41494,2025050504011904,SHEL,13,17,400,267,"106,800"
41495,2025050504011903,SHPC,72,20,26,581.1,"15,108.60"
41496,2025050503002882,MLBL,57,33,35,369,"12,915"
41497,2025050504011902,RADHI,69,50,30,687,"20,610"
41498,2025050505004381,RNLI,19,51,20,497.3,"9,946"
41499,2025050504011901,BARUN,50,58,"1,000",555.6,"555,600"
41500,2025050503002881,GMFIL,45,38,50,469.9,"23,495"
41501,2025050503002880,MATRI,54,42,10,"1,175.20","11,752"
41502,2025050504011900,UPPER,48,56,98,198.5,"19,453"
41503,2025050504011899,HPPL,48,35,500,581.3,"290,650"
41504,2025050504011898,HPPL,6,35,10,581.3,"5,813"
41505,2025050504011897,RADHI,57,50,10,687,"6,870"
41506,2025050504011896,RADHI,39,50,62,687,"42,594"
41507,2025050501005224,HIDCLP,25,45,500,214.1,"107,050"
41508,2025050504011895,BPCL,20,43,62,460,"28,520"
41509,2025050504011894,BPCL,20,43,160,460,"73,600"
41510,2025050504011893,BPCL,35,43,140,460,"64,400"
41511,2025050504011892,BPCL,81,43,588,460,"270,480"
41512,2025050504011891,BPCL,46,43,50,460.5,"23,025"
41513,2025050504011890,BPCL,34,43,500,460.6,"230,300"
41514,2025050503002879,MATRI,54,57,11,"1,175.20","12,927.20"
41515,2025050501005223,JBLB,32,52,25,"1,282","32,050"
41516,2025050501005222,SRLI,48,45,12,403.2,"4,838.40"
41517,2025050504011889,NGPL,6,29,"1,000",365,"365,000"
41518,2025050504011888,NGPL,62,29,59,365,"21,535"
41519,2025050504011887,NGPL,57,29,85,365.1,"31,033.50"
41520,2025050501005221,NESDO,58,77,12,"1,675","20,100"
