SN,ContractNo,Symbol,Buyer,Seller,Quantity,Rate,Amount
"23274","2025052704014265","SHEL","26","26","1,500","265","397,500"
"23275","2025052704014264","SHEL","41","26","150","265","39,750"
"23276","2025052704014263","SHEL","86","26","80","265","21,200"
"23277","2025052701010389","SNLI","26","32","13","490","6,370"
"23278","2025052701010388","RFPL","44","47","10","468.40","4,684"
"23279","2025052703006110","LICN","58","38","10","913.90","9,139"
"23280","2025052704014262","GHL","42","66","880","244.40","215,072"
"23281","2025052704014261","GHL","42","41","350","244.40","85,540"
"23282","2025052701010387","OMPL","64","41","10","1,363.20","13,632"
"23283","2025052701010386","NMIC","48","6","10","1,915.10","19,151"
"23284","2025052701010385","PRVU","16","38","57","212.50","12,112.50"
"23285","2025052705005585","HIDCL","75","67","500","295.30","147,650"
"23286","2025052703006109","GBBL","65","25","383","399.90","153,161.70"
"23287","2025052701010384","GBIME","47","60","30","241","7,230"
"23288","2025052701010383","EBL","1","38","55","650","35,750"
"23289","2025052701010382","GBIME","47","41","300","241","72,300"
"23290","2025052701010381","BEDC","64","42","2,500","740","1,850,000"
"23291","2025052701010380","TSHL","45","58","10","700","7,000"
"23292","2025052704014260","RURU","43","45","100","690","69,000"
"23293","2025052704014259","BARUN","57","39","10","514","5,140"
"23294","2025052704014258","BARUN","25","39","10","514","5,140"
"23295","2025052701010379","GBIME","47","4","100","241","24,100"
"23296","2025052702000011","PURE","39","8","10","318.20","3,182"
"23297","2025052704014257","RIDI","35","22","300","258","77,400"
"23298","2025052701010378","ULBSL","52","62","100","3,476","347,600"
"23299","2025052701010377","ULBSL","56","62","200","3,477","695,400"
"23300","2025052701010376","ULBSL","58","62","300","3,477.10","1,043,130"
"23301","2025052701010375","ULBSL","42","62","70","3,480","243,600"
"23302","2025052701010374","ULBSL","58","62","10","3,482.50","34,825"
"23303","2025052701010373","ULBSL","59","62","50","3,483","174,150"
"23304","2025052703006108","SJLIC","28","36","28","445","12,460"
"23305","2025052703006107","SJLIC","28","16","10","445","4,450"
"23306","2025052703006106","SJLIC","28","17","100","444.90","44,490"
"23307","2025052703006105","SJLIC","28","58","10","442","4,420"
"23308","2025052701010372","DOLTI","21","38","10","554","5,540"
"23309","2025052704014256","NGPL","65","65","40","388","15,520"
"23310","2025052704014255","NGPL","6","65","453","388","175,764"
"23311","2025052704014254","NGPL","42","65","37","388","14,356"
"23312","2025052701010371","TAMOR","16","58","10","503","5,030"
"23313","2025052701010370","RFPL","41","55","20","469","9,380"
"23314","2025052703006104","SINDU","58","57","12","869","10,428"
"23315","2025052701010369","DORDI","34","34","13","398","5,174"
"23316","2025052701010368","GVL","38","41","50","435.50","21,775"
"23317","2025052703006103","HLI","45","22","12","408","4,896"
"23318","2025052703006102","NLIC","8","54","35","756","26,460"
"23319","2025052703006101","NLIC","4","54","10","756","7,560"
"23320","2025052703006100","NLIC","49","54","132","756","99,792"
"23321","2025052704014253","TRH","50","33","400","935","374,000"
"23322","2025052703006099","SINDU","58","57","10","869","8,690"
"23323","2025052705005584","NRIC","59","45","200","1,265.10","253,020"
"23324","2025052701010367","GMLI","55","19","10","2,574","25,740"
"23325","2025052701010366","SARBTM","57","58","53","857","45,421"
"23326","2025052701010365","SRLI","33","49","11","407","4,477"
"23327","2025052705005583","HRL","43","65","80","936.50","74,920"
"23328","2025052705005582","HIDCL","5","57","70","295.30","20,671"
"23329","2025052701010364","SIKLES","6","58","10","915","9,150"
"23330","2025052703006098","GFCL","45","16","254","640","162,560"
"23331","2025052705005581","SHIVM","33","8","960","520","499,200"
"23332","2025052705005580","SHIVM","34","8","20","520","10,400"
"23333","2025052705005579","SHIVM","25","8","85","520","44,200"
"23334","2025052705005578","SHIVM","42","8","436","520","226,720"
"23335","2025052705005577","SHIVM","42","8","800","520","416,000"
"23336","2025052705005576","SHIVM","59","8","180","520","93,600"
"23337","2025052705005575","SHIVM","41","8","200","520.10","104,020"
"23338","2025052705005574","SHIVM","56","8","200","520.10","104,020"
"23339","2025052705005573","SHIVM","42","8","500","520.20","260,100"
"23340","2025052701010363","RFPL","44","47","10","468.40","4,684"
"23341","2025052701010362","NMIC","80","29","10","1,915.50","19,155"
"23342","2025052704014252","RADHI","29","11","10","804","8,040"
"23343","2025052701010361","BEDC","51","49","100","740.70","74,070"
"23344","2025052701010360","BEDC","51","49","20","740.70","14,814"
"23345","2025052701010359","CZBIL","48","17","1,943","214","415,802"
"23346","2025052701010358","CZBIL","48","6","57","214","12,198"
"23347","2025052701010357","RFPL","44","58","10","468.40","4,684"
"23348","2025052701010356","SMH","19","58","10","854","8,540"
"23349","2025052701010355","NABIL","44","56","17","496","8,432"
"23350","2025052701010354","MHL","62","25","10","609","6,090"
"23351","2025052701010353","MHL","62","4","10","609","6,090"
"23352","2025052701010352","MHL","62","43","10","608","6,080"
"23353","2025052705005572","SHIVM","4","25","10","524","5,240"
"23354","2025052701010351","BEDC","51","91","80","740.70","59,256"
"23355","2025052704014251","UMHL","42","16","80","518.10","41,448"
"23356","2025052704014250","UMHL","17","16","20","518.10","10,362"
"23357","2025052705005571","MBJC","58","38","10","311","3,110"
"23358","2025052701010350","DORDI","38","40","11","398.50","4,383.50"
"23359","2025052703006097","GILB","42","26","10","1,354","13,540"
"23360","2025052704014249","TRH","49","33","49","935","45,815"
"23361","2025052704014248","UPCL","55","77","30","443","13,290"
"23362","2025052704014247","UMHL","17","41","19","518.10","9,843.90"
"23363","2025052704014246","NGPL","59","58","130","388.50","50,505"
"23364","2025052701010349","BEDC","38","28","100","740.70","74,070"
"23365","2025052701010348","GBIME","47","22","16","241","3,856"
"23366","2025052705005570","CLI","78","58","10","481.50","4,815"
"23367","2025052701010347","BEDC","38","34","97","740.70","71,847.90"
"23368","2025052701010346","BEDC","51","34","500","740.70","370,350"
"23369","2025052701010345","BEDC","64","34","553","740.70","409,607.10"
"23370","2025052701010344","NMIC","49","45","10","1,916","19,160"
"23371","2025052701010343","BEDC","64","21","600","740.70","444,420"
"23372","2025052701010342","UNLB","42","43","10","2,120","21,200"
"23373","2025052701010341","GBIME","45","22","1,000","241.50","241,500"
"23374","2025052701010340","NMIC","80","96","10","1,915.50","19,155"
"23375","2025052701010339","RFPL","42","55","10","469","4,690"
"23376","2025052701010338","RFPL","35","55","10","469","4,690"
"23377","2025052701010337","CREST","50","59","10","1,807.10","18,071"
"23378","2025052701010336","BEDC","64","38","500","740.70","370,350"
"23379","2025052701010335","CITY","45","6","10","833.10","8,331"
"23380","2025052701010334","GBIME","47","25","443","241","106,763"
"23381","2025052704014245","SGIC","49","38","80","562","44,960"
"23382","2025052701010333","CREST","29","42","60","1,807.20","108,432"
"23383","2025052701010332","CREST","58","42","100","1,807.30","180,730"
"23384","2025052701010331","CREST","70","42","40","1,807.30","72,292"
"23385","2025052701010330","CREST","21","42","10","1,807.40","18,074"
"23386","2025052703006096","FOWAD","6","33","11","1,136.10","12,497.10"
"23387","2025052703006095","SHINE","17","32","142","415","58,930"
"23388","2025052703006094","SHINE","17","35","250","415","103,750"
"23389","2025052703006093","SHINE","17","58","13","415","5,395"
"23390","2025052703006092","SHINE","17","45","1,000","414.90","414,900"
"23391","2025052703006091","SHINE","17","83","104","414.80","43,139.20"
"23392","2025052703006090","SINDU","32","45","100","869","86,900"
"23393","2025052705005569","NRN","66","72","50","2,011","100,550"
"23394","2025052704014244","UPCL","69","77","10","443","4,430"
"23395","2025052703006089","MPFL","26","32","85","596","50,660"
"23396","2025052704014243","AHPC","49","65","35","280.50","9,817.50"
"23397","2025052701010329","GVL","38","34","11","435.50","4,790.50"
"23398","2025052705005568","HATHY","56","49","10","1,234","12,340"
"23399","2025052705005567","HATHY","32","49","10","1,235","12,350"
"23400","2025052705005566","HATHY","58","49","50","1,235","61,750"
"23401","2025052705005565","HATHY","94","49","18","1,235","22,230"
"23402","2025052701010328","GBIME","47","5","20","241","4,820"
"23403","2025052701010327","GBIME","47","58","29","241","6,989"
"23404","2025052701010326","GBIME","47","38","100","241","24,100"
"23405","2025052701010325","GBIME","47","44","400","241","96,400"
"23406","2025052701010324","GBIME","47","11","100","241","24,100"
"23407","2025052701010323","GBIME","47","39","300","241","72,300"
"23408","2025052701010322","GBIME","47","39","1,000","241","241,000"
"23409","2025052701010321","GBIME","47","33","212","241","51,092"
"23410","2025052701010320","GBIME","47","29","11","240.90","2,649.90"
"23411","2025052701010319","GBIME","47","38","10","240.90","2,409"
"23412","2025052701010318","GBIME","47","29","11","240.80","2,648.80"
"23413","2025052701010317","GBIME","47","6","17","240.80","4,093.60"
"23414","2025052701010316","GBIME","47","49","200","240.50","48,100"
"23415","2025052701010315","GBIME","47","29","980","240.20","235,396"
"23416","2025052701010314","GBIME","47","55","317","240.10","76,111.70"
"23417","2025052701010313","GBIME","47","49","10","240","2,400"
"23418","2025052701010312","GBIME","47","33","100","240","24,000"
"23419","2025052701010311","GBIME","47","1","200","240","48,000"
"23420","2025052701010310","GBIME","47","56","22","240","5,280"
"23421","2025052701010309","GBIME","50","56","100","240","24,000"
"23422","2025052704014242","AHPC","83","58","200","280.30","56,060"
"23423","2025052701010308","GBIME","45","56","260","240","62,400"
"23424","2025052705005564","MBJC","58","58","10","311","3,110"
"23425","2025052703006088","GBBL","65","34","100","399.90","39,990"
"23426","2025052703006087","USLB","92","36","10","2,040","20,400"
"23427","2025052701010307","SNLI","60","49","12","488.10","5,857.20"
"23428","2025052704014241","SHEL","86","36","900","265","238,500"
"23429","2025052701010306","HHL","22","58","10","422","4,220"
"23430","2025052701010305","BEDC","64","8","150","740.70","111,105"
"23431","2025052703006086","GILB","42","57","100","1,353.90","135,390"
"23432","2025052703006085","GILB","42","62","30","1,353.90","40,617"
"23433","2025052704014240","NHPC","11","56","156","217.10","33,867.60"
"23434","2025052704014239","NHPC","72","56","200","217.20","43,440"
"23435","2025052701010304","NYADI","52","35","76","417","31,692"
"23436","2025052701010303","NYADI","21","35","24","417","10,008"
"23437","2025052701010302","SBL","22","8","10","300.40","3,004"
"23438","2025052701010301","SBL","22","5","26","300","7,800"
"23439","2025052704014238","UPCL","77","3","250","442","110,500"
"23440","2025052704014237","NGPL","42","45","263","388","102,044"
"23441","2025052703006084","USLB","92","6","10","2,039","20,390"
"23442","2025052701010300","USHEC","44","11","10","468.10","4,681"
"23443","2025052705005563","SAHAS","34","58","10","521.40","5,214"
"23444","2025052703006083","SWMF","45","44","10","730","7,300"
"23445","2025052701010299","RFPL","7","47","15","469","7,035"
"23446","2025052704014236","UPCL","58","77","150","443","66,450"
"23447","2025052703006082","SFCL","8","41","351","480.70","168,725.70"
"23448","2025052704014235","OHL","17","71","450","908","408,600"
"23449","2025052704014234","OHL","57","71","50","908","45,400"
"23450","2025052701010298","NMIC","51","33","40","1,920","76,800"
"23451","2025052704014233","RADHI","6","71","480","803.90","385,872"
"23452","2025052704014232","RADHI","6","57","20","802","16,040"
"23453","2025052705005562","SAHAS","34","75","10","521.40","5,214"
"23454","2025052701010297","NABIL","57","38","20","495.30","9,906"
"23455","2025052701010296","NMIC","51","29","10","1,920","19,200"
"23456","2025052704014231","GLH","19","13","200","255","51,000"
"23457","2025052704014230","UPCL","33","77","1,000","443","443,000"
"23458","2025052704014229","NGPL","65","45","37","388","14,356"
"23459","2025052704014228","NGPL","65","25","10","388","3,880"
"23460","2025052704014227","NGPL","65","6","53","388","20,564"
"23461","2025052704014226","GLH","58","58","10","254","2,540"
"23462","2025052701010295","NMIC","51","45","10","1,920","19,200"
"23463","2025052703006081","SAPDBL","22","65","550","894","491,700"
"23464","2025052703006080","SAPDBL","58","65","20","894","17,880"
"23465","2025052701010294","HIDCLP","36","65","800","203","162,400"
"23466","2025052701010293","HIDCLP","5","65","1,000","203.10","203,100"
"23467","2025052701010292","HIDCLP","59","65","200","203.20","40,640"
"23468","2025052704014225","NLG","7","4","10","822","8,220"
"23469","2025052704014224","NLG","21","4","10","822","8,220"
"23470","2025052704014223","NLG","21","4","10","822","8,220"
"23471","2025052704014222","NLG","7","4","20","822.10","16,442"
"23472","2025052704014221","NLG","28","4","1,000","822.10","822,100"
"23473","2025052704014220","NLG","28","4","1,000","823","823,000"
"23474","2025052704014219","NLG","58","4","150","823.10","123,465"
"23475","2025052704014218","BPCL","82","13","30","524","15,720"
"23476","2025052705005561","GCIL","58","34","11","503","5,533"
"23477","2025052701010291","ULHC","67","11","10","477","4,770"
"23478","2025052701010290","BEDC","64","33","290","740.70","214,803"
"23479","2025052701010289","BEDC","64","57","200","740.70","148,140"
"23480","2025052703006079","SJLIC","4","57","10","440.50","4,405"
"23481","2025052701010288","RFPL","48","47","20","469.30","9,386"
"23482","2025052701010287","GBIME","45","56","240","240","57,600"
"23483","2025052701010286","BHL","34","53","467","216","100,872"
"23484","2025052704014217","RADHI","29","71","20","803.90","16,078"
"23485","2025052703006078","SJLIC","4","58","10","440.50","4,405"
"23486","2025052701010285","NABIL","45","52","10","497","4,970"
"23487","2025052701010284","NABIL","45","17","20","496","9,920"
"23488","2025052701010283","BHDC","51","39","100","460","46,000"
"23489","2025052701010282","NBL","13","34","60","258","15,480"
"23490","2025052701010281","NBL","13","59","10","258","2,580"
"23491","2025052701010280","NBL","13","58","22","258","5,676"
"23492","2025052701010279","NBL","13","49","27","257.50","6,952.50"
"23493","2025052701010278","NBL","13","47","365","257.40","93,951"
"23494","2025052703006077","USLB","94","51","10","2,035","20,350"
"23495","2025052701010277","MMKJL","39","4","10","590.60","5,906"
"23496","2025052704014216","SPDL","45","32","10","366.50","3,665"
"23497","2025052701010276","CREST","21","59","10","1,807.40","18,074"
"23498","2025052701010275","SRLI","33","50","536","407","218,152"
"23499","2025052701010274","SRLI","19","50","225","407","91,575"
"23500","2025052701010273","SRLI","58","50","15","407","6,105"
"23501","2025052701010272","SRLI","45","50","441","407","179,487"
"23502","2025052701010271","CYCL","49","51","10","1,700","17,000"
"23503","2025052701010270","BEDC","64","34","50","740.70","37,035"
"23504","2025052701010269","SMHL","96","49","10","928","9,280"
"23505","2025052701010268","SIKLES","26","16","30","916","27,480"
"23506","2025052701010267","SIKLES","34","16","20","917","18,340"
"23507","2025052701010266","SIKLES","22","16","40","917.10","36,684"
"23508","2025052701010265","SIKLES","62","16","30","918","27,540"
"23509","2025052701010264","NYADI","57","19","15","418","6,270"
"23510","2025052703006076","SJLIC","4","58","10","440.50","4,405"
"23511","2025052701010263","NICA","90","45","150","358","53,700"
"23512","2025052701010262","SBL","33","5","74","300","22,200"
"23513","2025052701010261","SBL","33","55","40","300","12,000"
"23514","2025052701010260","SBL","33","42","60","300","18,000"
"23515","2025052701010259","SBL","33","49","500","300","150,000"
"23516","2025052701010258","SBL","33","1","186","300","55,800"
"23517","2025052701010257","SBL","33","59","140","299.90","41,986"
"23518","2025052705005560","NRN","58","57","11","2,010","22,110"
"23519","2025052701010256","BEDC","64","49","100","740.70","74,070"
"23520","2025052704014215","NGPL","47","6","947","388","367,436"
"23521","2025052704014214","NGPL","47","14","53","388","20,564"
"23522","2025052704014213","RADHI","34","28","200","801","160,200"
"23523","2025052704014212","RADHI","26","28","300","802","240,600"
"23524","2025052701010255","TAMOR","16","11","10","503","5,030"
"23525","2025052701010254","NBL","42","47","500","257.40","128,700"
"23526","2025052704014211","UPCL","58","77","200","443","88,600"
"23527","2025052701010253","BEDC","64","34","35","740.70","25,924.50"
"23528","2025052703006075","ALICL","32","44","739","713","526,907"
"23529","2025052703006074","ALICL","38","44","150","713","106,950"
"23530","2025052703006073","ALICL","36","44","100","713","71,300"
"23531","2025052703006072","ALICL","22","44","630","713.10","449,253"
"23532","2025052703006071","ALICL","65","44","381","713.20","271,729.20"
"23533","2025052703006070","CORBL","72","38","10","2,305.10","23,051"
"23534","2025052703006069","CORBL","8","38","40","2,306","92,240"
"23535","2025052705005559","NIFRA","83","5","64","279","17,856"
"23536","2025052704014210","UPCL","69","77","10","443","4,430"
"23537","2025052703006068","NMFBS","45","51","10","1,244","12,440"
"23538","2025052701010252","BEDC","64","28","100","740.70","74,070"
"23539","2025052701010251","CREST","43","49","10","1,808","18,080"
"23540","2025052701010250","BEDC","64","52","250","740.70","185,175"
"23541","2025052704014209","HEI","58","1","74","571","42,254"
"23542","2025052704014208","RHPL","14","35","34","378","12,852"
"23543","2025052703006067","NADEP","6","58","40","843","33,720"
"23544","2025052701010249","SRLI","45","11","23","407","9,361"
"23545","2025052701010248","NMB","13","36","248","250","62,000"
"23546","2025052701010247","NMB","13","49","662","250","165,500"
"23547","2025052701010246","NMB","13","14","90","250","22,500"
"23548","2025052704014207","UNHPL","20","56","694","320.60","222,496.40"
"23549","2025052704014206","UNHPL","21","56","230","321","73,830"
"23550","2025052704014205","UNHPL","7","56","100","321.20","32,120"
"23551","2025052704014204","NLG","45","7","10","823.20","8,232"
"23552","2025052703006066","SJLIC","4","58","10","441","4,410"
"23553","2025052704014203","GHL","50","41","150","244.40","36,660"
"23554","2025052704014202","GHL","50","88","350","244.40","85,540"
"23555","2025052704014201","SGIC","49","33","207","562","116,334"
"23556","2025052704014200","SGIC","50","33","125","562","70,250"
"23557","2025052704014199","SGIC","17","33","50","562.20","28,110"
"23558","2025052704014198","SGIC","58","33","38","562.30","21,367.40"
"23559","2025052704014197","SGIC","7","33","80","562.50","45,000"
"23560","2025052704014196","NGPL","34","61","1,260","387.40","488,124"
"23561","2025052703006065","GUFL","35","58","100","543","54,300"
"23562","2025052703006064","RLFL","34","41","100","483","48,300"
"23563","2025052703006063","RLFL","8","41","100","483","48,300"
"23564","2025052703006062","RLFL","58","41","250","483","120,750"
"23565","2025052703006061","RLFL","33","41","250","483.40","120,850"
"23566","2025052703006060","RLFL","58","41","50","483.40","24,170"
"23567","2025052703006059","RLFL","34","41","250","483.50","120,875"
"23568","2025052704014195","UPPER","56","5","2,733","201","549,333"
"23569","2025052701010245","BEDC","64","28","1,000","740.70","740,700"
"23570","2025052703006058","SINDU","8","45","100","869","86,900"
"23571","2025052704014194","BPCL","58","75","10","524","5,240"
"23572","2025052701010244","BHL","48","58","872","215.90","188,264.80"
"23573","2025052704014193","LEC","52","47","375","214","80,250"
"23574","2025052701010243","CREST","29","22","10","1,808","18,080"
"23575","2025052704014192","SJCL","4","11","60","316","18,960"
"23576","2025052705005558","GCIL","60","38","11","505","5,555"
"23577","2025052705005557","GCIL","60","42","180","505","90,900"
"23578","2025052701010242","BEDC","64","58","235","740.70","174,064.50"
"23579","2025052701010241","BHL","48","58","80","215.90","17,272"
"23580","2025052704014191","BPCL","32","53","13","523.20","6,801.60"
"23581","2025052703006057","GILB","42","49","10","1,353","13,530"
"23582","2025052703006056","JBBL","56","22","20","338","6,760"
"23583","2025052701010240","BHL","45","53","300","216","64,800"
"23584","2025052701010239","MKHL","53","6","10","745","7,450"
"23585","2025052701010238","GMLI","55","36","10","2,574","25,740"
"23586","2025052701010237","BEDC","64","51","10","740.70","7,407"
"23587","2025052705005556","CHDC","16","57","10","2,523.80","25,238"
"23588","2025052701010236","DOLTI","86","34","10","552.10","5,521"
"23589","2025052704014190","RADHI","34","28","1,209","801","968,409"
"23590","2025052704014189","RADHI","37","28","100","801","80,100"
"23591","2025052704014188","RADHI","64","28","1,000","801.20","801,200"
"23592","2025052704014187","RADHI","39","28","1,000","801.30","801,300"
"23593","2025052704014186","RADHI","21","28","200","801.60","160,320"
"23594","2025052704014185","RADHI","72","28","944","801.60","756,710.40"
"23595","2025052704014184","RADHI","34","28","500","801.80","400,900"
"23596","2025052704014183","RADHI","69","28","47","801.90","37,689.30"
"23597","2025052704014182","SHEL","86","43","20","265","5,300"
"23598","2025052703006055","CORBL","72","28","10","2,379","23,790"
"23599","2025052704014181","UPPER","26","11","200","200.80","40,160"
"23600","2025052701010235","KBL","51","50","100","217.70","21,770"
"23601","2025052701010234","SMHL","56","51","200","933","186,600"
"23602","2025052703006054","CBBL","13","34","12","896.10","10,753.20"
"23603","2025052703006053","CBBL","42","34","100","896.10","89,610"
"23604","2025052705005555","VLUCL","17","34","10","607","6,070"
"23605","2025052701010233","NMIC","51","49","10","1,920","19,200"
"23606","2025052705005554","MEL","10","21","10","303.30","3,033"
"23607","2025052703006052","ICFC","77","38","100","617","61,700"
"23608","2025052701010232","SCB","47","11","46","626","28,796"
"23609","2025052701010231","SCB","62","11","15","627","9,405"
"23610","2025052701010230","SCB","38","11","20","628","12,560"
"23611","2025052701010229","HBL","54","57","14","228.10","3,193.40"
"23612","2025052704014180","JOSHI","58","91","100","386","38,600"
"23613","2025052704014179","JOSHI","58","75","171","386","66,006"
"23614","2025052701010228","NICA","35","45","100","358","35,800"
"23615","2025052701010227","BHL","11","53","30","216","6,480"
"23616","2025052703006051","RSDC","13","28","120","678","81,360"
"23617","2025052703006050","RSDC","48","28","50","678","33,900"
"23618","2025052703006049","RSDC","65","28","830","678","562,740"
"23619","2025052705005553","SAHAS","55","25","110","521.30","57,343"
"23620","2025052701010226","BEDC","64","17","90","740.70","66,663"
"23621","2025052705005552","NRN","58","49","11","2,010","22,110"
"23622","2025052701010225","NMIC","51","33","50","1,920","96,000"
"23623","2025052701010224","NMIC","58","33","20","1,920","38,400"
"23624","2025052701010223","NMIC","33","33","20","1,920","38,400"
"23625","2025052701010222","NMIC","64","33","30","1,920","57,600"
"23626","2025052701010221","NMIC","58","33","40","1,920","76,800"
"23627","2025052701010220","NMIC","5","33","40","1,920.10","76,804"
"23628","2025052704014178","NLG","41","7","20","825","16,500"
"23629","2025052704014177","AHPC","16","65","200","280.50","56,100"
"23630","2025052701010219","NMB","41","14","10","250","2,500"
"23631","2025052703006048","KSBBL","69","48","250","455.60","113,900"
"23632","2025052704014176","UPPER","29","38","300","200.80","60,240"
"23633","2025052705005551","HRL","43","48","10","936.50","9,365"
"23634","2025052704014175","UPCL","77","83","392","442","173,264"
"23635","2025052704014174","UPCL","48","83","108","442","47,736"
"23636","2025052704014173","UMHL","42","21","200","518.10","103,620"
"23637","2025052704014172","BPCL","58","8","100","524.50","52,450"
"23638","2025052704014171","RADHI","69","39","500","801.90","400,950"
"23639","2025052704014170","HURJA","39","26","90","245.30","22,077"
"23640","2025052704014169","UMRH","76","26","10","557","5,570"
"23641","2025052704014168","UMRH","76","34","10","555","5,550"
"23642","2025052705005550","NRM","58","34","40","459","18,360"
"23643","2025052701010218","NMIC","5","58","10","1,920.10","19,201"
"23644","2025052703006047","NICLBSL","34","45","10","636.50","6,365"
"23645","2025052704014167","HURJA","39","26","400","245.30","98,120"
"23646","2025052704014166","HURJA","57","26","10","245.30","2,453"
"23647","2025052701010217","CZBIL","41","6","20","214","4,280"
"23648","2025052701010216","BHDC","51","39","100","460","46,000"
"23649","2025052701010215","BEDC","64","34","600","740.70","444,420"
"23650","2025052701010214","CITY","45","7","15","833.10","12,496.50"
"23651","2025052701010213","CITY","16","7","10","833.20","8,332"
"23652","2025052705005549","NRM","18","34","10","459","4,590"
"23653","2025052704014165","SICL","16","38","100","746","74,600"
"23654","2025052704014164","SICL","17","38","40","746","29,840"
"23655","2025052704014163","SICL","58","38","10","746.10","7,461"
"23656","2025052705005548","RNLI","22","57","11","511.60","5,627.60"
"23657","2025052704014162","UPPER","7","38","35","200.80","7,028"
"23658","2025052705005547","CIT","45","19","10","1,923","19,230"
"23659","2025052701010212","ULHC","67","41","10","477","4,770"
"23660","2025052701010211","RFPL","7","47","78","469","36,582"
"23661","2025052701010210","RFPL","58","47","22","469","10,318"
"23662","2025052701010209","RFPL","14","47","200","469","93,800"
"23663","2025052701010208","RFPL","49","47","100","469","46,900"
"23664","2025052701010207","RFPL","6","47","10","469","4,690"
"23665","2025052701010206","RFPL","4","47","30","469.10","14,073"
"23666","2025052701010205","RFPL","17","47","10","469.20","4,692"
"23667","2025052701010204","NYADI","21","19","16","417","6,672"
"23668","2025052703006046","WNLB","46","49","10","2,335","23,350"
"23669","2025052703006045","HLI","38","59","10","409","4,090"
"23670","2025052701010203","CKHL","32","34","10","641.20","6,412"
"23671","2025052701010202","TAMOR","16","43","10","503","5,030"
"23672","2025052701010201","TAMOR","16","34","10","503","5,030"
"23673","2025052705005546","HIDCL","5","57","100","295.30","29,530"
"23674","2025052701010200","KBL","58","50","150","217.70","32,655"
"23675","2025052701010199","CREST","42","26","10","1,808","18,080"
"23676","2025052701010198","KBL","58","57","100","217.50","21,750"
"23677","2025052704014161","SHEL","72","58","30","264.80","7,944"
"23678","2025052701010197","MKHC","50","22","10","406.10","4,061"
"23679","2025052703006044","SINDU","8","72","200","870","174,000"
"23680","2025052705005545","HRL","62","49","10","937","9,370"
"23681","2025052703006043","GILB","42","8","40","1,353","54,120"
"23682","2025052701010196","GBIME","68","6","4","240","960"
"23683","2025052701010195","GBIME","68","13","50","240","12,000"
"23684","2025052701010194","GBIME","68","41","300","240","72,000"
"23685","2025052701010193","BHL","22","53","200","216","43,200"
"23686","2025052703006042","PMLI","17","11","12","550","6,600"
"23687","2025052704014160","SHPC","57","52","450","565","254,250"
"23688","2025052704014159","SHPC","3","52","150","565","84,750"
"23689","2025052701010192","GBIME","68","17","347","240","83,280"
"23690","2025052704014158","HDHPC","26","3","200","202.60","40,520"
"23691","2025052704014157","NGPL","6","42","320","387.30","123,936"
"23692","2025052701010191","LSL","22","42","10","223","2,230"
"23693","2025052701010190","LSL","22","42","195","221","43,095"
"23694","2025052701010189","HIDCLP","14","59","1,000","204","204,000"
"23695","2025052701010188","DORDI","34","40","10","398.50","3,985"
"23696","2025052701010187","BHPL","49","57","21","867","18,207"
"23697","2025052701010186","TVCL","52","45","20","474.50","9,490"
"23698","2025052701010185","GBIME","68","4","100","240","24,000"
"23699","2025052704014156","LEC","52","4","100","214","21,400"
"23700","2025052704014155","LEC","52","48","460","214","98,440"
"23701","2025052704014154","NHPC","11","34","100","217.10","21,710"
"23702","2025052704014153","NGPL","34","65","200","387.10","77,420"
"23703","2025052704014152","MEN","91","86","105","583","61,215"
"23704","2025052701010184","BEDC","64","19","80","740.70","59,256"
"23705","2025052701010183","SNLI","60","34","24","488.10","11,714.40"
"23706","2025052703006041","GUFL","58","45","220","544","119,680"
"23707","2025052704014151","UPCL","58","20","100","443.70","44,370"
"23708","2025052701010182","BEDC","64","59","100","740.70","74,070"
"23709","2025052701010181","GBIME","68","10","79","240","18,960"
"23710","2025052701010180","GBIME","68","58","120","240","28,800"
"23711","2025052704014150","LEC","65","58","495","213.80","105,831"
"23712","2025052701010179","BHDC","47","43","11","457.40","5,031.40"
"23713","2025052705005544","PHCL","51","58","10","560","5,600"
"23714","2025052705005543","CLI","78","58","16","481.50","7,704"
"23715","2025052704014149","HDHPC","26","38","350","202","70,700"
"23716","2025052701010178","CREST","42","18","20","1,808","36,160"
"23717","2025052705005542","SAHAS","55","37","60","521.30","31,278"
"23718","2025052704014148","UPPER","47","38","155","200.80","31,124"
"23719","2025052704014147","UPPER","49","38","10","200.80","2,008"
"23720","2025052701010177","NIMB","8","11","16","215.70","3,451.20"
"23721","2025052703006040","NLIC","16","6","100","757","75,700"
"23722","2025052701010176","SCB","22","22","25","630","15,750"
"23723","2025052701010175","SCB","22","29","15","630","9,450"
"23724","2025052701010174","SCB","22","49","20","629","12,580"
"23725","2025052701010173","SCB","22","14","300","629","188,700"
"23726","2025052701010172","RFPL","10","47","10","469.90","4,699"
"23727","2025052701010171","RFPL","14","47","100","470","47,000"
"23728","2025052701010170","RFPL","51","47","10","470","4,700"
"23729","2025052704014146","SHPC","70","52","400","565","226,000"
"23730","2025052701010169","CREST","70","46","10","1,807.30","18,073"
"23731","2025052701010168","BEDC","64","45","150","740.70","111,105"
"23732","2025052701010167","GBIME","42","55","124","240.10","29,772.40"
"23733","2025052701010166","GBIME","42","17","376","240","90,240"
"23734","2025052704014145","SHL","57","4","100","556","55,600"
"23735","2025052705005541","NRM","18","58","100","458","45,800"
